Stock Quotes for ^DJI,,,,,,
Date,Open,High,Low,Close,Adj Close,Volume
2021-06-10,34502.51172,34737.78906,34447.25,34466.23828,34466.23828,309310000
2021-06-09,34626.16016,34654.67188,34439.37109,34447.14063,34447.14063,245100000
2021-06-08,34645.83984,34665.37891,34452.94141,34599.82031,34599.82031,289440000
2021-06-07,34766.19922,34820.91016,34574.51172,34630.23828,34630.23828,259120000
2021-06-04,34618.69141,34772.12109,34618.69141,34756.39063,34756.39063,270050000
2021-06-03,34550.30859,34667.41016,34334.41016,34577.03906,34577.03906,297380000
2021-06-02,34614.62109,34706.64844,34545.96094,34600.37891,34600.37891,263810000
2021-06-01,34584.19141,34849.32031,34542.87109,34575.30859,34575.30859,287700000
2021-05-28,34558.5,34631.10938,34520.08984,34529.44922,34529.44922,290850000
2021-05-27,34432.46875,34608.82031,34389.23828,34464.64063,34464.64063,520630000
2021-05-26,34336.33984,34409.58984,34271.44141,34323.05078,34323.05078,258780000
2021-05-25,34428.66016,34511.35156,34266.03125,34312.46094,34312.46094,285760000
2021-05-24,34253.87109,34472.51172,34253.87109,34393.98047,34393.98047,251010000
2021-05-21,34121.91016,34415.48047,34121.91016,34207.83984,34207.83984,306360000
2021-05-20,33906.30078,34233.39844,33872.41016,34084.14844,34084.14844,320150000
2021-05-19,33945.80859,33945.80859,33473.80078,33896.03906,33896.03906,348480000
2021-05-18,34351.17969,34408.98828,34044.10156,34060.66016,34060.66016,289590000
2021-05-17,34375.28906,34383.83984,34176.64844,34327.78906,34327.78906,291910000
2021-05-14,34050.85938,34454.05078,34050.85938,34382.12891,34382.12891,303230000
2021-05-13,33624.73828,34181.76953,33623.48828,34021.44922,34021.44922,350820000
2021-05-12,34206.39844,34207.87109,33555.21875,33587.66016,33587.66016,381350000
2021-05-11,34572.73828,34572.73828,34075.30859,34269.16016,34269.16016,413180000
2021-05-10,34785.26953,35091.55859,34741.57031,34742.82031,34742.82031,361620000
2021-05-07,34578.26953,34811.39063,34464.30859,34777.76172,34777.76172,303400000
2021-05-06,34245.10938,34561.28906,34185.05859,34548.53125,34548.53125,315430000
2021-05-05,34163.98828,34331.19922,34039.66016,34230.33984,34230.33984,253180000
2021-05-04,34080.19922,34147.78125,33765.67969,34133.03125,34133.03125,407860000
2021-05-03,33904.89063,34221.05859,33904.89063,34113.23047,34113.23047,289770000
2021-04-30,33988.75,33988.75,33784.96094,33874.85156,33874.85156,374890000
2021-04-29,33855.64063,34087.21094,33744.28125,34060.35938,34060.35938,408450000
2021-04-28,33860.46094,33946.60156,33805.55859,33820.37891,33820.37891,335820000
2021-04-27,33932.12891,34043.98047,33870.46094,33984.92969,33984.92969,289030000
2021-04-26,34044.23047,34148.94141,33941.37109,33981.57031,33981.57031,279300000
2021-04-23,33804.51953,34157.57031,33713.28906,34043.48828,34043.48828,346380000
2021-04-22,34109.87891,34126.57031,33717.19141,33815.89844,33815.89844,344470000
2021-04-21,33808.30078,34160.33984,33773.80078,34137.30859,34137.30859,290300000
2021-04-20,34034.17969,34034.17969,33687.01172,33821.30078,33821.30078,350960000
2021-04-19,34182.37891,34182.37891,33980.55859,34077.62891,34077.62891,312540000
2021-04-16,34058.16016,34256.75,34058.16016,34200.67188,34200.67188,343760000
2021-04-15,33788.53125,34068.73047,33788.53125,34035.98828,34035.98828,319680000
2021-04-14,33668.94922,33911.25,33668.94922,33730.89063,33730.89063,315330000
2021-04-13,33721.16016,33741.64063,33545.83984,33677.26953,33677.26953,324480000
2021-04-12,33775.05859,33786.19141,33665.53906,33745.39844,33745.39844,327370000
2021-04-09,33526.19141,33810.87109,33526.19141,33800.60156,33800.60156,316410000
2021-04-08,33469.89063,33506.80078,33342.64063,33503.57031,33503.57031,304040000
2021-04-07,33444.98047,33521.76172,33347.96094,33446.26172,33446.26172,273440000
2021-04-06,33500.01953,33544.78906,33380.42969,33430.23828,33430.23828,297940000
2021-04-05,33222.37891,33617.94922,33222.37891,33527.19141,33527.19141,344270000
2021-04-01,33054.57813,33167.17188,32985.35156,33153.21094,33153.21094,311880000
2021-03-31,33116.03906,33173.76953,32980.57031,32981.55078,32981.55078,414140000
2021-03-30,33127.87891,33170.92969,32988.92188,33066.96094,33066.96094,307510000
2021-03-29,33087.55078,33259,32905.12891,33171.37109,33171.37109,351610000
2021-03-26,32681.07031,33098.82813,32681.07031,33072.87891,33072.87891,382170000
2021-03-25,32346.81055,32672.68945,32071.41016,32619.48047,32619.48047,411990000
2021-03-24,32470.88086,32787.98828,32418.15039,32420.06055,32420.06055,399390000
2021-03-23,32691.5,32753.76953,32356.2793,32423.15039,32423.15039,385840000
2021-03-22,32601.82031,32810.35156,32512.5293,32731.19922,32731.19922,383500000
2021-03-19,32858.35938,32858.35938,32505.07031,32627.9707,32627.9707,811890000
2021-03-18,32928.16016,33227.78125,32831.25,32862.30078,32862.30078,418480000
2021-03-17,32825.51953,33047.57813,32782.17969,33015.37109,33015.37109,391200000
2021-03-16,32966.75,32966.75,32778.23047,32825.94922,32825.94922,386370000
2021-03-15,32798.83984,32973.39844,32629.75,32953.46094,32953.46094,360080000
2021-03-12,32462.40039,32793.32031,32462.40039,32778.64063,32778.64063,346400000
2021-03-11,32354.5,32661.58984,32345.69922,32485.58984,32485.58984,400020000
2021-03-10,31906.96094,32389.5,31906.96094,32297.01953,32297.01953,409110000
2021-03-09,31892.34961,32150.32031,31822.64063,31832.74023,31832.74023,458690000
2021-03-08,31512.15039,32148.03906,31512.15039,31802.43945,31802.43945,496980000
2021-03-05,31029.17969,31580.33008,30766.81055,31496.30078,31496.30078,501810000
2021-03-04,31289.00977,31461.9707,30547.5293,30924.14063,30924.14063,537850000
2021-03-03,31352.96094,31563.31055,31260.14063,31270.08984,31270.08984,409660000
2021-03-02,31535.36914,31623.26953,31377.16016,31391.51953,31391.51953,337270000
2021-03-01,31065.90039,31668.33984,31065.90039,31535.50977,31535.50977,385670000
2021-02-26,31401.28906,31450.89063,30911.36914,30932.36914,30932.36914,532250000
2021-02-25,31955.93945,31984.76953,31293.32031,31402.00977,31402.00977,454110000
2021-02-24,31499.75,32009.64063,31421.28906,31961.85938,31961.85938,410150000
2021-02-23,31501.89063,31653.38086,31158.75977,31537.34961,31537.34961,460410000
2021-02-22,31381.11914,31653.48047,31286.57031,31521.68945,31521.68945,387210000
2021-02-19,31504.13086,31647.5293,31469.33984,31494.32031,31494.32031,353070000
2021-02-18,31558.59961,31558.59961,31285.32031,31493.33984,31493.33984,325990000
2021-02-17,31485.60938,31643.69922,31338.75977,31613.01953,31613.01953,343510000
2021-02-16,31472.08008,31608.63086,31443.48047,31522.75,31522.75,329210000
2021-02-12,31420.80078,31475.31055,31347.80078,31458.40039,31458.40039,263090000
2021-02-11,31466.49023,31543.82031,31244.35938,31430.69922,31430.69922,280320000
2021-02-10,31428.01953,31511.43945,31221.32031,31437.80078,31437.80078,326450000
2021-02-09,31359.88086,31439.4707,31245.85938,31375.83008,31375.83008,308210000
2021-02-08,31191.19922,31386.09961,31191.19922,31385.75977,31385.75977,322250000
2021-02-05,31093.81055,31252.17969,31083.2207,31148.24023,31148.24023,293550000
2021-02-04,30737.7793,31065.96094,30737.7793,31055.85938,31055.85938,338330000
2021-02-03,30689.65039,30793.41016,30521.31055,30723.59961,30723.59961,305590000
2021-02-02,30276.88086,30840.53906,30276.88086,30687.48047,30687.48047,333160000
2021-02-01,30054.73047,30335.91016,30014.9707,30211.91016,30211.91016,347060000
2021-01-29,30553.91016,30553.91016,29856.30078,29982.61914,29982.61914,536320000
2021-01-28,30377.18945,30951.41016,30377.18945,30603.35938,30603.35938,465140000
2021-01-27,30893.7793,30893.7793,30206.91016,30303.16992,30303.16992,566470000
2021-01-26,30968.55078,31121.41992,30921.71094,30937.03906,30937.03906,373150000
2021-01-25,30989.84961,30989.84961,30564.06055,30960,30960,472890000
2021-01-22,31141.56055,31141.56055,30908.4707,30996.98047,30996.98047,436040000
2021-01-21,31198.00977,31272.2207,31120.91992,31176.00977,31176.00977,418780000
2021-01-20,31017.53906,31235.98047,30997.78906,31188.38086,31188.38086,384980000
2021-01-19,30887.41992,31086.61914,30865.0293,30930.51953,30930.51953,386400000
2021-01-15,30926.76953,30941.98047,30612.66992,30814.25977,30814.25977,433000000
2021-01-14,31085.66992,31223.7793,30982.24023,30991.51953,30991.51953,427810000
2021-01-13,31084.88086,31153.36914,30992.05078,31060.4707,31060.4707,413250000
2021-01-12,31015.00977,31114.56055,30888.75977,31068.68945,31068.68945,362620000
2021-01-11,31015.36914,31096.98047,30832.06055,31008.68945,31008.68945,356540000
2021-01-08,31069.58008,31140.66992,30793.26953,31097.9707,31097.9707,381150000
2021-01-07,30901.17969,31193.40039,30897.85938,31041.13086,31041.13086,427810000
2021-01-06,30362.7793,31022.65039,30313.07031,30829.40039,30829.40039,500430000
2021-01-05,30204.25,30504.89063,30141.7793,30391.59961,30391.59961,350910000
2021-01-04,30627.4707,30674.2793,29881.82031,30223.89063,30223.89063,475080000
2020-12-31,30417.64063,30637.4707,30344.5,30606.48047,30606.48047,284470000
2020-12-30,30415.08984,30525.34961,30393.03906,30409.56055,30409.56055,291890000
2020-12-29,30492.07031,30588.78906,30274.24023,30335.66992,30335.66992,357610000
2020-12-28,30283.23047,30525.56055,30283.23047,30403.9707,30403.9707,302490000
2020-12-24,30155.91992,30209.66992,30099.30078,30199.86914,30199.86914,145570000
2020-12-23,30046.73047,30292.5293,30046.73047,30129.83008,30129.83008,274050000
2020-12-22,30200.19922,30200.19922,29992.89063,30015.50977,30015.50977,388810000
2020-12-21,30159,30304.14063,29755.5293,30216.44922,30216.44922,437480000
2020-12-18,30314.25977,30343.58984,30029.43945,30179.05078,30179.05078,782070000
2020-12-17,30216,30323.7793,30216,30303.36914,30303.36914,345530000
2020-12-16,30191.38086,30236.0293,30080.10938,30154.53906,30154.53906,344590000
2020-12-15,29919.08984,30243.25977,29894.94922,30199.31055,30199.31055,417770000
2020-12-14,30123.91016,30325.78906,29849.15039,29861.55078,29861.55078,371980000
2020-12-11,29988.21094,30071.13086,29820.83984,30046.36914,30046.36914,393870000
2020-12-10,30032.55078,30063.86914,29876.82031,29999.25977,29999.25977,325550000
2020-12-09,30229.81055,30319.69922,29951.84961,30068.81055,30068.81055,380520000
2020-12-08,29997.94922,30246.2207,29972.07031,30173.88086,30173.88086,311190000
2020-12-07,30233.0293,30233.0293,29967.2207,30069.78906,30069.78906,365810000
2020-12-04,29989.56055,30218.25977,29989.56055,30218.25977,30218.25977,356590000
2020-12-03,29920.83008,30110.88086,29877.26953,29969.51953,29969.51953,405680000
2020-12-02,29695.08984,29902.50977,29599.28906,29883.78906,29883.78906,385280000
2020-12-01,29797.5,30083.31055,29797.5,29823.91992,29823.91992,429510000
2020-11-30,29854.50977,29854.50977,29463.64063,29638.64063,29638.64063,551350000
2020-11-27,29911.33008,30015.13086,29819.98047,29910.36914,29910.36914,177040000
2020-11-25,30058.86914,30058.86914,29806.25,29872.4707,29872.4707,323030000
2020-11-24,29746.10938,30116.50977,29746.10938,30046.24023,30046.24023,432760000
2020-11-23,29332.82031,29667.75,29332.82031,29591.26953,29591.26953,387200000
2020-11-20,29437.57031,29469.89063,29231.19922,29263.48047,29263.48047,305350000
2020-11-19,29370.91992,29524.90039,29228.38086,29483.23047,29483.23047,331330000
2020-11-18,29875.40039,29930.84961,29432.83984,29438.41992,29438.41992,382850000
2020-11-17,29800.15039,29872.41992,29520.28906,29783.34961,29783.34961,372380000
2020-11-16,29672.35938,29964.28906,29672.35938,29950.43945,29950.43945,418290000
2020-11-13,29203.90039,29559.25,29203.90039,29479.81055,29479.81055,348810000
2020-11-12,29231.91016,29311.83008,28902.13086,29080.16992,29080.16992,369320000
2020-11-11,29524.34961,29593.10938,29281.2207,29397.63086,29397.63086,376700000
2020-11-10,29254.16992,29478.85938,29126.99023,29420.91992,29420.91992,526980000
2020-11-09,29467.90039,29933.83008,29130.66016,29157.9707,29157.9707,673310000
2020-11-06,28399.13086,28431.96094,28189.5,28323.40039,28323.40039,326710000
2020-11-05,28083.36914,28495.05078,28083.36914,28390.17969,28390.17969,390140000
2020-11-04,27512.83008,28301.5,27512.83008,27847.66016,27847.66016,447860000
2020-11-03,27138.68945,27640.21094,27138.68945,27480.0293,27480.0293,350980000
2020-11-02,26691.2793,27043.48047,26691.2793,26925.05078,26925.05078,379990000
2020-10-30,26572.26953,26639.17969,26143.76953,26501.59961,26501.59961,504820000
2020-10-29,26480.98047,26891.89063,26290.7793,26659.10938,26659.10938,419770000
2020-10-28,27102.14063,27102.14063,26497.39063,26519.94922,26519.94922,496150000
2020-10-27,27651.17969,27707.68945,27457.96094,27463.18945,27463.18945,366400000
2020-10-26,28185.82031,28185.82031,27370.16016,27685.38086,27685.38086,404150000
2020-10-23,28409.65039,28436.51953,28149.82031,28335.57031,28335.57031,347300000
2020-10-22,28197.41992,28421.31055,28040.17969,28363.66016,28363.66016,330320000
2020-10-21,28270.66016,28450.64063,28196.39063,28210.82031,28210.82031,299420000
2020-10-20,28245.84961,28575.0293,28243.03906,28308.78906,28308.78906,350220000
2020-10-19,28633.55078,28711.92969,28139.40039,28195.41992,28195.41992,358700000
2020-10-16,28570.7207,28842.90039,28570.7207,28606.31055,28606.31055,356140000
2020-10-15,28323.40039,28535.84961,28181.53906,28494.19922,28494.19922,328940000
2020-10-14,28731.30078,28792.56055,28461.73047,28514,28514,370800000
2020-10-13,28764.94922,28808.83984,28604.34961,28679.81055,28679.81055,526110000
2020-10-12,28671.11914,28957.90039,28659.66992,28837.51953,28837.51953,493680000
2020-10-09,28533.60938,28676.28906,28440.63086,28586.90039,28586.90039,324050000
2020-10-08,28348.85938,28459.13086,28265.56055,28425.50977,28425.50977,314750000
2020-10-07,27971.35938,28369.66016,27971.35938,28303.46094,28303.46094,328750000
2020-10-06,28214.24023,28354.48047,27728.0293,27772.75977,27772.75977,435030000
2020-10-05,27825.41992,28162.64063,27825.41992,28148.64063,28148.64063,318210000
2020-10-02,27536.39063,27861.42969,27382.93945,27682.81055,27682.81055,392770000
2020-10-01,27940.63086,28041.46094,27669.25977,27816.90039,27816.90039,373450000
2020-09-30,27514.64063,28026.33008,27511.06055,27781.69922,27781.69922,452550000
2020-09-29,27560.24023,27605.59961,27338.08984,27452.66016,27452.66016,303820000
2020-09-28,27362.14063,27722.59961,27362.14063,27584.06055,27584.06055,401860000
2020-09-25,26694.50977,27239.28906,26635.38086,27173.96094,27173.96094,388900000
2020-09-24,26716.08984,27094.84961,26537.00977,26815.43945,26815.43945,447810000
2020-09-23,27413.59961,27464.46094,26716.11914,26763.13086,26763.13086,459470000
2020-09-22,27170.33984,27333.08984,26989.92969,27288.17969,27288.17969,420720000
2020-09-21,27484.71094,27484.71094,26715.15039,27147.69922,27147.69922,523660000
2020-09-18,27864.86914,27946.68945,27487.9707,27657.41992,27657.41992,698710000
2020-09-17,27834.17969,28056.78906,27647.92969,27901.98047,27901.98047,437230000
2020-09-16,28031.68945,28364.76953,28021.66992,28032.38086,28032.38086,416650000
2020-09-15,28139.75977,28231.06055,27931.44922,27995.59961,27995.59961,414520000
2020-09-14,27718.74023,28086.06055,27718.74023,27993.33008,27993.33008,380750000
2020-09-11,27613.85938,27828.82031,27448.15039,27665.64063,27665.64063,435330000
2020-09-10,28022.50977,28174.7793,27447.08008,27534.58008,27534.58008,442850000
2020-09-09,27711.71094,28206.21094,27704.53906,27940.4707,27940.4707,460590000
2020-09-08,27925.23047,27925.23047,27464.90039,27500.89063,27500.89063,580860000
2020-09-04,28341.05078,28539.75,27664.67969,28133.31055,28133.31055,694640000
2020-09-03,29090.69922,29199.34961,28074.75977,28292.73047,28292.73047,650080000
2020-09-02,28736.78906,29162.88086,28713.5293,29100.5,29100.5,539510000
2020-09-01,28439.60938,28659.25977,28290.7207,28645.66016,28645.66016,423410000
2020-08-31,28643.66016,28643.66016,28363.55078,28430.05078,28430.05078,517320000
2020-08-28,28601.28906,28733.34961,28487.98047,28653.86914,28653.86914,369740000
2020-08-27,28384.07031,28634.2207,28363.92969,28492.26953,28492.26953,404340000
2020-08-26,28257.88086,28353.80078,28153.91016,28331.91992,28331.91992,327070000
2020-08-25,28347.41992,28400.74023,28094.57031,28248.43945,28248.43945,338420000
2020-08-24,28077.58008,28314.93945,28041.75,28308.46094,28308.46094,383880000
2020-08-21,27758.13086,27959.48047,27686.7793,27930.33008,27930.33008,372720000
2020-08-20,27622.67969,27781.46094,27526.25,27739.73047,27739.73047,304550000
2020-08-19,27811.25977,27920.41992,27647.66992,27692.88086,27692.88086,311460000
2020-08-18,27853.48047,27891.11914,27668.78906,27778.07031,27778.07031,276170000
2020-08-17,27970.05078,27999.81055,27816.40039,27844.91016,27844.91016,286860000
2020-08-14,27828.92969,27977.81055,27759.39063,27931.01953,27931.01953,275540000
2020-08-13,27922.50977,27986.09961,27789.7793,27896.7207,27896.7207,360160000
2020-08-12,27860.24023,28043.89063,27843.32031,27976.83984,27976.83984,340210000
2020-08-11,27961.64063,28154.88086,27624.50977,27686.91016,27686.91016,428220000
2020-08-10,27488.21094,27803.85938,27488.21094,27791.43945,27791.43945,360340000
2020-08-07,27321.67969,27456.24023,27223.55078,27433.48047,27433.48047,321170000
2020-08-06,27170.82031,27394.09961,27145.25,27386.98047,27386.98047,322460000
2020-08-05,26924.7793,27221.66992,26924.7793,27201.51953,27201.51953,366000000
2020-08-04,26664.60938,26832.7207,26597.82031,26828.4707,26828.4707,346350000
2020-08-03,26542.32031,26707.25977,26534.38086,26664.40039,26664.40039,439380000
2020-07-31,26409.33008,26440.01953,26013.58984,26428.32031,26428.32031,488050000
2020-07-30,26367.41992,26374.92969,25992.2793,26313.65039,26313.65039,351540000
2020-07-29,26388.43945,26602.44922,26375.39063,26539.57031,26539.57031,347580000
2020-07-28,26529.44922,26556.83984,26361.71094,26379.2793,26379.2793,361090000
2020-07-27,26447.66992,26625.46094,26426.91992,26584.76953,26584.76953,400930000
2020-07-24,26533.41016,26625.69922,26402.85938,26469.89063,26469.89063,494170000
2020-07-23,26955.9707,26973.84961,26560.03906,26652.33008,26652.33008,419800000
2020-07-22,26824.56055,27035.24023,26794.18945,27005.83984,27005.83984,404340000
2020-07-21,26833.14063,27025.38086,26766.2207,26840.40039,26840.40039,364930000
2020-07-20,26660.28906,26765.01953,26504.19922,26680.86914,26680.86914,309390000
2020-07-17,26774.61914,26808.42969,26619.88086,26671.94922,26671.94922,296460000
2020-07-16,26746.57031,26879.16016,26590.00977,26734.71094,26734.71094,287330000
2020-07-15,27009.81055,27071.33008,26692.48047,26870.09961,26870.09961,384900000
2020-07-14,26044.16992,26690.51953,25994.98047,26642.58984,26642.58984,401640000
2020-07-13,26225.07031,26639.08984,26044.23047,26085.80078,26085.80078,425320000
2020-07-10,25690.34961,26101.32031,25637.5,26075.30078,26075.30078,338170000
2020-07-09,26094.91992,26103.2793,25523.50977,25706.08984,25706.08984,387610000
2020-07-08,25950.06055,26109.49023,25816.25,26067.2793,26067.2793,337300000
2020-07-07,26172.00977,26174.92969,25866.58008,25890.17969,25890.17969,346820000
2020-07-06,25996.08008,26297.5293,25996.08008,26287.0293,26287.0293,340690000
2020-07-02,25936.44922,26204.41016,25778.11914,25827.35938,25827.35938,349130000
2020-07-01,25879.38086,26019.31055,25713.60938,25734.9707,25734.9707,373180000
2020-06-30,25512.42969,25905.38086,25475.14063,25812.88086,25812.88086,410780000
2020-06-29,25152.44922,25601.15039,25096.16016,25595.80078,25595.80078,378070000
2020-06-26,25641.68945,25641.68945,24971.0293,25015.55078,25015.55078,640860000
2020-06-25,25365.2207,25769.60938,25209.78906,25745.59961,25745.59961,384560000
2020-06-24,25992.96094,25992.96094,25296.73047,25445.93945,25445.93945,450120000
2020-06-23,26159.39063,26314.9707,26105.9707,26156.09961,26156.09961,389980000
2020-06-22,25865.08008,26059.81055,25667.67969,26024.96094,26024.96094,351780000
2020-06-19,26213.09961,26451.43945,25759.66016,25871.46094,25871.46094,669390000
2020-06-18,26016.44922,26154.19922,25848.5293,26080.09961,26080.09961,328390000
2020-06-17,26330.51953,26400.07031,26068.41016,26119.60938,26119.60938,328830000
2020-06-16,26326.67969,26611.0293,25811.69922,26289.98047,26289.98047,489500000
2020-06-15,25270.39063,25891.58008,24843.17969,25763.16016,25763.16016,461230000
2020-06-12,25659.41992,25965.55078,25078.41016,25605.53906,25605.53906,514440000
2020-06-11,26282.50977,26294.08008,25082.7207,25128.16992,25128.16992,647780000
2020-06-10,27251.89063,27355.2207,26938.05078,26989.99023,26989.99023,448930000
2020-06-09,27447.36914,27447.36914,27151.06055,27272.30078,27272.30078,381430000
2020-06-08,27232.92969,27580.21094,27232.48047,27572.43945,27572.43945,430200000
2020-06-05,26836.80078,27338.30078,26836.80078,27110.98047,27110.98047,542310000
2020-06-04,26226.49023,26384.09961,26082.31055,26281.82031,26281.82031,372190000
2020-06-03,25906.88086,26337.75,25906.88086,26269.89063,26269.89063,398790000
2020-06-02,25582.51953,25743.13086,25523.74023,25742.65039,25742.65039,352610000
2020-06-01,25342.99023,25508.83008,25220.66016,25475.01953,25475.01953,338310000
2020-05-29,25324.15039,25482.80078,25031.66992,25383.10938,25383.10938,527620000
2020-05-28,25697.35938,25758.78906,25358.73047,25400.64063,25400.64063,377800000
2020-05-27,25298.63086,25551.56055,25009.86914,25548.26953,25548.26953,411230000
2020-05-26,24781.83984,25176.41992,24781.83984,24995.10938,24995.10938,424380000
2020-05-22,24461.98047,24481.64063,24294.07031,24465.16016,24465.16016,255660000
2020-05-21,24564.26953,24718.46094,24370.88086,24474.11914,24474.11914,346770000
2020-05-20,24455.93945,24649.48047,24455.93945,24575.90039,24575.90039,366510000
2020-05-19,24577.48047,24599.5,24202.96094,24206.85938,24206.85938,374100000
2020-05-18,24059.98047,24708.53906,24059.98047,24597.36914,24597.36914,484190000
2020-05-15,23454.83008,23730.08008,23354.15039,23685.41992,23685.41992,491510000
2020-05-14,23049.06055,23630.85938,22789.61914,23625.33984,23625.33984,472700000
2020-05-13,23702.16016,23708.90039,23067.64063,23247.9707,23247.9707,469950000
2020-05-12,24292.83984,24382.08984,23761.58008,23764.7793,23764.7793,359480000
2020-05-11,24256.44922,24366.21094,24070.2207,24221.99023,24221.99023,352400000
2020-05-08,24107.82031,24349.90039,24107.05078,24331.32031,24331.32031,335760000
2020-05-07,23837.21094,24094.61914,23834.39063,23875.89063,23875.89063,369890000
2020-05-06,23978.88086,24054.58984,23661.14063,23664.64063,23664.64063,377450000
2020-05-05,23958.88086,24169.7207,23868.91016,23883.08984,23883.08984,369710000
2020-05-04,23581.55078,23769.56055,23361.16016,23749.75977,23749.75977,355360000
2020-05-01,24120.7793,24120.7793,23645.30078,23723.68945,23723.68945,418160000
2020-04-30,24585.57031,24585.57031,24186.90039,24345.7207,24345.7207,487840000
2020-04-29,24490.36914,24764.76953,24453.99023,24633.85938,24633.85938,455290000
2020-04-28,24357.16992,24512.24023,24031.19922,24101.55078,24101.55078,400250000
2020-04-27,23866.15039,24207.65039,23840.60938,24133.7793,24133.7793,389390000
2020-04-24,23628.24023,23826,23417.67969,23775.26953,23775.26953,376020000
2020-04-23,23543.08984,23885.35938,23483.34961,23515.25977,23515.25977,389290000
2020-04-22,23437.33984,23613.09961,23339.59961,23475.82031,23475.82031,352880000
2020-04-21,23365.25,23365.25,22941.88086,23018.88086,23018.88086,485140000
2020-04-20,24095.09961,24108.68945,23627.18945,23650.43945,23650.43945,423410000
2020-04-17,23817.15039,24264.21094,23817.15039,24242.49023,24242.49023,525950000
2020-04-16,23543.66016,23598.08008,23211.38086,23537.67969,23537.67969,471050000
2020-04-15,23600.7207,23649.7207,23233.32031,23504.34961,23504.34961,437630000
2020-04-14,23690.57031,24040.58008,23683.43945,23949.75977,23949.75977,485910000
2020-04-13,23698.92969,23698.92969,23095.34961,23390.76953,23390.76953,394320000
2020-04-09,23690.66016,24008.99023,23504.08984,23719.36914,23719.36914,566400000
2020-04-08,22893.4707,23513.40039,22682.99023,23433.57031,23433.57031,472740000
2020-04-07,23537.43945,23617.24023,22634.44922,22653.85938,22653.85938,594660000
2020-04-06,21693.63086,22783.44922,21693.63086,22679.99023,22679.99023,610760000
2020-04-03,21285.92969,21447.81055,20863.08984,21052.5293,21052.5293,450010000
2020-04-02,20819.46094,21477.76953,20735.01953,21413.43945,21413.43945,529540000
2020-04-01,21227.38086,21487.24023,20784.42969,20943.50977,20943.50977,506680000
